customer_id,customer_name,email,city
C1140,Customer 1140,customer1140@example.com,Kolkata
C1141,Customer 1141,customer1141@example.com,Chennai
C1142,Customer 1142,customer1142@example.com,Chennai
C1143,Customer 1143,customer1143@example.com,Hyderabad
C1144,Customer 1144,customer1144@example.com,Kolkata
C1145,Customer 1145,customer1145@example.com,Pune
C1146,Customer 1146,customer1146@example.com,Ahmedabad
C1147,Customer 1147,customer1147@example.com,Ahmedabad
C1148,Customer 1148,customer1148@example.com,Bengaluru
C1149,Customer 1149,customer1149@example.com,Chennai
C1150,Customer 1150,customer1150@example.com,Chennai
C1151,Customer 1151,customer1151@example.com,Bengaluru
C1152,Customer 1152,customer1152@example.com,Pune
C1153,Customer 1153,customer1153@example.com,Mumbai
C1154,Customer 1154,customer1154@example.com,Chennai
C1155,Customer 1155,customer1155@example.com,Chennai
C1156,Customer 1156,customer1156@example.com,Mumbai
C1157,Customer 1157,customer1157@example.com,Bengaluru
C1158,Customer 1158,customer1158@example.com,Mumbai
C1159,Customer 1159,customer1159@example.com,Chennai
C1160,Customer 1160,customer1160@example.com,Bengaluru
C1161,Customer 1161,customer1161@example.com,Mumbai
C1162,Customer 1162,customer1162@example.com,Pune
C1163,Customer 1163,customer1163@example.com,Bengaluru
C1164,Customer 1164,customer1164@example.com,Chennai
C1165,Customer 1165,customer1165@example.com,Hyderabad
C1166,Customer 1166,customer1166@example.com,Ahmedabad
C1167,Customer 1167,customer1167@example.com,Chennai
C1168,Customer 1168,customer1168@example.com,Delhi
C1169,Customer 1169,customer1169@example.com,Ahmedabad
C1170,Customer 1170,customer1170@example.com,Chennai
C1171,Customer 1171,customer1171@example.com,Ahmedabad
C1172,Customer 1172,customer1172@example.com,Kolkata
C1173,Customer 1173,customer1173@example.com,Chennai
C1174,Customer 1174,customer1174@example.com,Bengaluru
C1175,Customer 1175,customer1175@example.com,Bengaluru
C1176,Customer 1176,customer1176@example.com,Kolkata
C1177,Customer 1177,customer1177@example.com,Pune
C1178,Customer 1178,customer1178@example.com,Kolkata
C1179,Customer 1179,customer1179@example.com,Kolkata
C1180,Customer 1180,customer1180@example.com,Ahmedabad
C1181,Customer 1181,customer1181@example.com,Mumbai
C1182,Customer 1182,customer1182@example.com,Bengaluru
C1183,Customer 1183,customer1183@example.com,Mumbai
C1184,Customer 1184,customer1184@example.com,Kolkata
C1185,Customer 1185,customer1185@example.com,Pune
C1186,Customer 1186,customer1186@example.com,Bengaluru
C1187,Customer 1187,customer1187@example.com,Chennai
C1188,Customer 1188,customer1188@example.com,Chennai
C1189,Customer 1189,customer1189@example.com,Chennai
C1190,Customer 1190,customer1190@example.com,Ahmedabad
C1191,Customer 1191,customer1191@example.com,Delhi
C1192,Customer 1192,customer1192@example.com,Kolkata
C1193,Customer 1193,customer1193@example.com,Delhi
C1194,Customer 1194,customer1194@example.com,Hyderabad
C1195,Customer 1195,customer1195@example.com,Ahmedabad
C1196,Customer 1196,customer1196@example.com,Chennai
C1197,Customer 1197,customer1197@example.com,Bengaluru
C1198,Customer 1198,customer1198@example.com,Ahmedabad
C1199,Customer 1199,customer1199@example.com,Bengaluru
C1200,Customer 1200,customer1200@example.com,Mumbai
C1201,Customer 1201,customer1201@example.com,Mumbai
C1202,Customer 1202,customer1202@example.com,Bengaluru
C1203,Customer 1203,customer1203@example.com,Chennai
C1204,Customer 1204,customer1204@example.com,Delhi
C1205,Customer 1205,customer1205@example.com,Kolkata
C1206,Customer 1206,customer1206@example.com,Ahmedabad
C1207,Customer 1207,customer1207@example.com,Ahmedabad
C1208,Customer 1208,customer1208@example.com,Chennai
C1209,Customer 1209,customer1209@example.com,Kolkata
C1210,Customer 1210,customer1210@example.com,Mumbai
C1211,Customer 1211,customer1211@example.com,Delhi
C1212,Customer 1212,customer1212@example.com,Kolkata
C1213,Customer 1213,customer1213@example.com,Mumbai
C1214,Customer 1214,customer1214@example.com,Kolkata
C1215,Customer 1215,customer1215@example.com,Hyderabad
C1216,Customer 1216,customer1216@example.com,Ahmedabad
C1217,Customer 1217,customer1217@example.com,Hyderabad
C1218,Customer 1218,customer1218@example.com,Kolkata
C1219,Customer 1219,customer1219@example.com,Ahmedabad
C1220,Customer 1220,customer1220@example.com,Delhi
C1221,Customer 1221,customer1221@example.com,Chennai
C1222,Customer 1222,customer1222@example.com,Hyderabad
C1223,Customer 1223,customer1223@example.com,Chennai
C1224,Customer 1224,customer1224@example.com,Mumbai
C1225,Customer 1225,customer1225@example.com,Mumbai
C1226,Customer 1226,customer1226@example.com,Pune
C1227,Customer 1227,customer1227@example.com,Mumbai
C1228,Customer 1228,customer1228@example.com,Mumbai
C1229,Customer 1229,customer1229@example.com,Ahmedabad
C1230,Customer 1230,customer1230@example.com,Delhi
C1231,Customer 1231,customer1231@example.com,Mumbai
C1232,Customer 1232,customer1232@example.com,Bengaluru
C1233,Customer 1233,customer1233@example.com,Delhi
C1234,Customer 1234,customer1234@example.com,Bengaluru
C1235,Customer 1235,customer1235@example.com,Bengaluru
C1236,Customer 1236,customer1236@example.com,Chennai
C1237,Customer 1237,customer1237@example.com,Kolkata
C1238,Customer 1238,customer1238@example.com,Bengaluru
C1239,Customer 1239,customer1239@example.com,Chennai
C1240,Customer 1240,customer1240@example.com,Mumbai
C1241,Customer 1241,customer1241@example.com,Bengaluru
C1242,Customer 1242,customer1242@example.com,Kolkata
C1243,Customer 1243,customer1243@example.com,Pune
C1244,Customer 1244,customer1244@example.com,Hyderabad
C1245,Customer 1245,customer1245@example.com,Chennai
C1246,Customer 1246,customer1246@example.com,Pune
C1247,Customer 1247,customer1247@example.com,Chennai
C1248,Customer 1248,customer1248@example.com,Hyderabad
C1249,Customer 1249,customer1249@example.com,Kolkata
C1250,Customer 1250,customer1250@example.com,Delhi
C1251,Customer 1251,customer1251@example.com,Hyderabad
C1252,Customer 1252,customer1252@example.com,Ahmedabad
C1253,Customer 1253,customer1253@example.com,Pune
C1254,Customer 1254,customer1254@example.com,Bengaluru
C1255,Customer 1255,customer1255@example.com,Mumbai
C1256,Customer 1256,customer1256@example.com,Ahmedabad
C1257,Customer 1257,customer1257@example.com,Bengaluru
C1258,Customer 1258,customer1258@example.com,Bengaluru
C1259,Customer 1259,customer1259@example.com,Chennai
C1260,Customer 1260,customer1260@example.com,Hyderabad
C1261,Customer 1261,customer1261@example.com,Delhi
C1262,Customer 1262,customer1262@example.com,Pune
C1263,Customer 1263,customer1263@example.com,Bengaluru
C1264,Customer 1264,customer1264@example.com,Chennai
C1265,Customer 1265,customer1265@example.com,Pune
C1266,Customer 1266,customer1266@example.com,Hyderabad
C1267,Customer 1267,customer1267@example.com,Delhi
C1268,Customer 1268,customer1268@example.com,Ahmedabad
C1269,Customer 1269,customer1269@example.com,Hyderabad
C1270,Customer 1270,customer1270@example.com,Mumbai
C1271,Customer 1271,customer1271@example.com,Hyderabad
C1272,Customer 1272,customer1272@example.com,Bengaluru
C1273,Customer 1273,customer1273@example.com,Delhi
C1274,Customer 1274,customer1274@example.com,Hyderabad
C1275,Customer 1275,customer1275@example.com,Bengaluru
C1276,Customer 1276,customer1276@example.com,Bengaluru
C1277,Customer 1277,customer1277@example.com,Delhi
C1278,Customer 1278,customer1278@example.com,Hyderabad
C1279,Customer 1279,customer1279@example.com,Hyderabad
C1280,Customer 1280,customer1280@example.com,Chennai
C1281,Customer 1281,customer1281@example.com,Pune
C1282,Customer 1282,customer1282@example.com,Chennai
C1283,Customer 1283,customer1283@example.com,Hyderabad
C1284,Customer 1284,customer1284@example.com,Ahmedabad
C1285,Customer 1285,customer1285@example.com,Hyderabad
C1286,Customer 1286,customer1286@example.com,Mumbai
C1287,Customer 1287,customer1287@example.com,Bengaluru
C1288,Customer 1288,customer1288@example.com,Kolkata
C1289,Customer 1289,customer1289@example.com,Hyderabad
C1290,Customer 1290,customer1290@example.com,Mumbai
C1291,Customer 1291,customer1291@example.com,Mumbai
C1292,Customer 1292,customer1292@example.com,Pune
C1293,Customer 1293,customer1293@example.com,Delhi
C1294,Customer 1294,customer1294@example.com,Hyderabad
C1295,Customer 1295,customer1295@example.com,Delhi
C1296,Customer 1296,customer1296@example.com,Ahmedabad
C1297,Customer 1297,customer1297@example.com,Kolkata
C1298,Customer 1298,customer1298@example.com,Mumbai
C1299,Customer 1299,customer1299@example.com,Bengaluru
C1300,Customer 1300,customer1300@example.com,Bengaluru
C1301,Customer 1301,customer1301@example.com,Delhi
C1302,Customer 1302,customer1302@example.com,Mumbai
C1303,Customer 1303,customer1303@example.com,Pune
C1304,Customer 1304,customer1304@example.com,Delhi
C1305,Customer 1305,customer1305@example.com,Kolkata
C1306,Customer 1306,customer1306@example.com,Delhi
C1307,Customer 1307,customer1307@example.com,Mumbai
C1308,Customer 1308,customer1308@example.com,Hyderabad
C1309,Customer 1309,customer1309@example.com,Pune
C1310,Customer 1310,customer1310@example.com,Mumbai
C1311,Customer 1311,customer1311@example.com,Pune
C1312,Customer 1312,customer1312@example.com,Chennai
C1313,Customer 1313,customer1313@example.com,Chennai
C1314,Customer 1314,customer1314@example.com,Bengaluru
C1315,Customer 1315,customer1315@example.com,Pune
C1316,Customer 1316,customer1316@example.com,Kolkata
C1317,Customer 1317,customer1317@example.com,Delhi
C1318,Customer 1318,customer1318@example.com,Chennai
C1319,Customer 1319,customer1319@example.com,Delhi
C1320,Customer 1320,customer1320@example.com,Delhi
C1321,Customer 1321,customer1321@example.com,Kolkata
C1322,Customer 1322,customer1322@example.com,Mumbai
C1323,Customer 1323,customer1323@example.com,Delhi
C1324,Customer 1324,customer1324@example.com,Pune
C1325,Customer 1325,customer1325@example.com,Kolkata
C1326,Customer 1326,customer1326@example.com,Chennai
C1327,Customer 1327,customer1327@example.com,Hyderabad
C1328,Customer 1328,customer1328@example.com,Delhi
C1329,Customer 1329,customer1329@example.com,Bengaluru
C1330,Customer 1330,customer1330@example.com,Kolkata
C1331,Customer 1331,customer1331@example.com,Mumbai
C1332,Customer 1332,customer1332@example.com,Ahmedabad
C1333,Customer 1333,customer1333@example.com,Chennai
C1334,Customer 1334,customer1334@example.com,Chennai
C1335,Customer 1335,customer1335@example.com,Ahmedabad
C1336,Customer 1336,customer1336@example.com,Pune
C1337,Customer 1337,customer1337@example.com,Hyderabad
C1338,Customer 1338,customer1338@example.com,Chennai
C1339,Customer 1339,customer1339@example.com,Chennai
C1340,Customer 1340,customer1340@example.com,Mumbai
C1341,Customer 1341,customer1341@example.com,Chennai
C1342,Customer 1342,customer1342@example.com,Kolkata
C1343,Customer 1343,customer1343@example.com,Pune
C1344,Customer 1344,customer1344@example.com,Hyderabad
C1345,Customer 1345,customer1345@example.com,Bengaluru
C1346,Customer 1346,customer1346@example.com,Hyderabad
C1347,Customer 1347,customer1347@example.com,Pune
C1348,Customer 1348,customer1348@example.com,Kolkata
C1349,Customer 1349,customer1349@example.com,Pune
C1350,Customer 1350,customer1350@example.com,Mumbai
C1351,Customer 1351,customer1351@example.com,Bengaluru
C1352,Customer 1352,customer1352@example.com,Hyderabad
C1353,Customer 1353,customer1353@example.com,Delhi
C1354,Customer 1354,customer1354@example.com,Hyderabad
C1355,Customer 1355,customer1355@example.com,Mumbai
C1356,Customer 1356,customer1356@example.com,Bengaluru
C1357,Customer 1357,customer1357@example.com,Kolkata
C1358,Customer 1358,customer1358@example.com,Pune
C1359,Customer 1359,customer1359@example.com,Pune
C1360,Customer 1360,customer1360@example.com,Kolkata
C1361,Customer 1361,customer1361@example.com,Bengaluru
C1362,Customer 1362,customer1362@example.com,Kolkata
C1363,Customer 1363,customer1363@example.com,Chennai
C1364,Customer 1364,customer1364@example.com,Hyderabad
C1365,Customer 1365,customer1365@example.com,Mumbai
C1366,Customer 1366,customer1366@example.com,Kolkata
C1367,Customer 1367,customer1367@example.com,Mumbai
C1368,Customer 1368,customer1368@example.com,Chennai
C1369,Customer 1369,customer1369@example.com,Pune
C1370,Customer 1370,customer1370@example.com,Kolkata
C1371,Customer 1371,customer1371@example.com,Bengaluru
C1372,Customer 1372,customer1372@example.com,Pune
C1373,Customer 1373,customer1373@example.com,Pune
C1374,Customer 1374,customer1374@example.com,Bengaluru
C1375,Customer 1375,customer1375@example.com,Hyderabad
C1376,Customer 1376,customer1376@example.com,Hyderabad
C1377,Customer 1377,customer1377@example.com,Kolkata
C1378,Customer 1378,customer1378@example.com,Pune
C1379,Customer 1379,customer1379@example.com,Kolkata
C1380,Customer 1380,customer1380@example.com,Hyderabad
C1381,Customer 1381,customer1381@example.com,Delhi
C1382,Customer 1382,customer1382@example.com,Chennai
C1383,Customer 1383,customer1383@example.com,Kolkata
C1384,Customer 1384,customer1384@example.com,Kolkata
C1385,Customer 1385,customer1385@example.com,Delhi
C1386,Customer 1386,customer1386@example.com,Hyderabad
C1387,Customer 1387,customer1387@example.com,Kolkata
C1388,Customer 1388,customer1388@example.com,Mumbai
C1389,Customer 1389,customer1389@example.com,Hyderabad
C1390,Customer 1390,customer1390@example.com,Hyderabad
C1391,Customer 1391,customer1391@example.com,Chennai
C1392,Customer 1392,customer1392@example.com,Kolkata
C1393,Customer 1393,customer1393@example.com,Pune
C1394,Customer 1394,customer1394@example.com,Ahmedabad
C1395,Customer 1395,customer1395@example.com,Ahmedabad
C1396,Customer 1396,customer1396@example.com,Ahmedabad
C1397,Customer 1397,customer1397@example.com,Chennai
C1398,Customer 1398,customer1398@example.com,Ahmedabad
C1399,Customer 1399,customer1399@example.com,Delhi
C1400,Customer 1400,customer1400@example.com,Bengaluru
C1401,Customer 1401,customer1401@example.com,Hyderabad
C1402,Customer 1402,customer1402@example.com,Pune
C1403,Customer 1403,customer1403@example.com,Bengaluru
C1404,Customer 1404,customer1404@example.com,Chennai
C1405,Customer 1405,customer1405@example.com,Hyderabad
C1406,Customer 1406,customer1406@example.com,Chennai
C1407,Customer 1407,customer1407@example.com,Chennai
C1408,Customer 1408,customer1408@example.com,Delhi
C1409,Customer 1409,customer1409@example.com,Mumbai
C1410,Customer 1410,customer1410@example.com,Mumbai
C1411,Customer 1411,customer1411@example.com,Chennai
C1412,Customer 1412,customer1412@example.com,Ahmedabad
C1413,Customer 1413,customer1413@example.com,Bengaluru
C1414,Customer 1414,customer1414@example.com,Ahmedabad
C1415,Customer 1415,customer1415@example.com,Kolkata
C1416,Customer 1416,customer1416@example.com,Chennai
C1417,Customer 1417,customer1417@example.com,Kolkata
C1418,Customer 1418,customer1418@example.com,Ahmedabad
C1419,Customer 1419,customer1419@example.com,Kolkata
C1420,Customer 1420,customer1420@example.com,Chennai
C1421,Customer 1421,customer1421@example.com,Delhi
C1422,Customer 1422,customer1422@example.com,Mumbai
C1423,Customer 1423,customer1423@example.com,Bengaluru
C1424,Customer 1424,customer1424@example.com,Kolkata
C1425,Customer 1425,customer1425@example.com,Chennai
C1426,Customer 1426,customer1426@example.com,Delhi
C1427,Customer 1427,customer1427@example.com,Ahmedabad
C1428,Customer 1428,customer1428@example.com,Mumbai
C1429,Customer 1429,customer1429@example.com,Chennai
C1430,Customer 1430,customer1430@example.com,Bengaluru
C1431,Customer 1431,customer1431@example.com,Ahmedabad
C1432,Customer 1432,customer1432@example.com,Delhi
C1433,Customer 1433,customer1433@example.com,Ahmedabad
C1434,Customer 1434,customer1434@example.com,Pune
C1435,Customer 1435,customer1435@example.com,Ahmedabad
C1436,Customer 1436,customer1436@example.com,Kolkata
C1437,Customer 1437,customer1437@example.com,Ahmedabad
C1438,Customer 1438,customer1438@example.com,Delhi
C1439,Customer 1439,customer1439@example.com,Ahmedabad
C1440,Customer 1440,customer1440@example.com,Ahmedabad
C1441,Customer 1441,customer1441@example.com,Hyderabad
C1442,Customer 1442,customer1442@example.com,Chennai
C1443,Customer 1443,customer1443@example.com,Hyderabad
C1444,Customer 1444,customer1444@example.com,Ahmedabad
C1445,Customer 1445,customer1445@example.com,Chennai
C1446,Customer 1446,customer1446@example.com,Hyderabad
C1447,Customer 1447,customer1447@example.com,Ahmedabad
C1448,Customer 1448,customer1448@example.com,Bengaluru
C1449,Customer 1449,customer1449@example.com,Hyderabad
C1450,Customer 1450,customer1450@example.com,Chennai
C1451,Customer 1451,customer1451@example.com,Hyderabad
C1452,Customer 1452,customer1452@example.com,Pune
C1453,Customer 1453,customer1453@example.com,Pune
C1454,Customer 1454,customer1454@example.com,Bengaluru
C1455,Customer 1455,customer1455@example.com,Delhi
C1456,Customer 1456,customer1456@example.com,Delhi
C1457,Customer 1457,customer1457@example.com,Chennai
C1458,Customer 1458,customer1458@example.com,Kolkata
C1459,Customer 1459,customer1459@example.com,Delhi
C1460,Customer 1460,customer1460@example.com,Chennai
C1461,Customer 1461,customer1461@example.com,Bengaluru
C1462,Customer 1462,customer1462@example.com,Kolkata
C1463,Customer 1463,customer1463@example.com,Kolkata
C1464,Customer 1464,customer1464@example.com,Pune
C1465,Customer 1465,customer1465@example.com,Ahmedabad
C1466,Customer 1466,customer1466@example.com,Kolkata
C1467,Customer 1467,customer1467@example.com,Mumbai
C1468,Customer 1468,customer1468@example.com,Chennai
C1469,Customer 1469,customer1469@example.com,Kolkata
C1470,Customer 1470,customer1470@example.com,Kolkata
C1471,Customer 1471,customer1471@example.com,Mumbai
C1472,Customer 1472,customer1472@example.com,Kolkata
C1473,Customer 1473,customer1473@example.com,Ahmedabad
C1474,Customer 1474,customer1474@example.com,Mumbai
C1475,Customer 1475,customer1475@example.com,Pune
C1476,Customer 1476,customer1476@example.com,Hyderabad
C1477,Customer 1477,customer1477@example.com,Kolkata
C1478,Customer 1478,customer1478@example.com,Kolkata
C1479,Customer 1479,customer1479@example.com,Chennai
C1480,Customer 1480,customer1480@example.com,Ahmedabad
C1481,Customer 1481,customer1481@example.com,Chennai
C1482,Customer 1482,customer1482@example.com,Hyderabad
C1483,Customer 1483,customer1483@example.com,Kolkata
C1484,Customer 1484,customer1484@example.com,Ahmedabad
C1485,Customer 1485,customer1485@example.com,Mumbai
C1486,Customer 1486,customer1486@example.com,Kolkata
C1487,Customer 1487,customer1487@example.com,Pune
C1488,Customer 1488,customer1488@example.com,Kolkata
C1489,Customer 1489,customer1489@example.com,Delhi
C1490,Customer 1490,customer1490@example.com,Ahmedabad
C1491,Customer 1491,customer1491@example.com,Delhi
C1492,Customer 1492,customer1492@example.com,Mumbai
C1493,Customer 1493,customer1493@example.com,Kolkata
C1494,Customer 1494,customer1494@example.com,Mumbai
C1495,Customer 1495,customer1495@example.com,Bengaluru
C1496,Customer 1496,customer1496@example.com,Kolkata
C1497,Customer 1497,customer1497@example.com,Delhi
C1498,Customer 1498,customer1498@example.com,Ahmedabad
C1499,Customer 1499,customer1499@example.com,Delhi
C1500,Customer 1500,customer1500@example.com,Mumbai
C1501,Customer 1501,customer1501@example.com,Hyderabad
C1502,Customer 1502,customer1502@example.com,Kolkata
C1503,Customer 1503,customer1503@example.com,Pune
C1504,Customer 1504,customer1504@example.com,Chennai
C1505,Customer 1505,customer1505@example.com,Ahmedabad
C1506,Customer 1506,customer1506@example.com,Pune
C1507,Customer 1507,customer1507@example.com,Pune
C1508,Customer 1508,customer1508@example.com,Kolkata
C1509,Customer 1509,customer1509@example.com,Hyderabad
C1510,Customer 1510,customer1510@example.com,Kolkata
C1511,Customer 1511,customer1511@example.com,Hyderabad
C1512,Customer 1512,customer1512@example.com,Bengaluru
C1513,Customer 1513,customer1513@example.com,Ahmedabad
C1514,Customer 1514,customer1514@example.com,Mumbai
C1515,Customer 1515,customer1515@example.com,Mumbai
C1516,Customer 1516,customer1516@example.com,Pune
C1517,Customer 1517,customer1517@example.com,Chennai
C1518,Customer 1518,customer1518@example.com,Bengaluru
C1519,Customer 1519,customer1519@example.com,Mumbai
C1520,Customer 1520,customer1520@example.com,Mumbai
C1521,Customer 1521,customer1521@example.com,Chennai
C1522,Customer 1522,customer1522@example.com,Chennai
C1523,Customer 1523,customer1523@example.com,Mumbai
C1524,Customer 1524,customer1524@example.com,Delhi
C1525,Customer 1525,customer1525@example.com,Chennai
C1526,Customer 1526,customer1526@example.com,Delhi
C1527,Customer 1527,customer1527@example.com,Ahmedabad
C1528,Customer 1528,customer1528@example.com,Bengaluru
C1529,Customer 1529,customer1529@example.com,Chennai
C1530,Customer 1530,customer1530@example.com,Ahmedabad
